dup_id,chosen,alternatives
dup:88f1c9ebf3da,\n<SURNAME/>青华区也有<c1d:13/>罗萨坎迪塔<c1d:1/>吧?\n<SURNAME/>那里在卖<c1d:13/>真货防具<c1d:1/>哦。\n<SURNAME/><c1d:13/>品质价格都普通<c1d:1/>据说。是定价吗?,"
<SURNAME/>青华区也有<c1d:13/>罗萨坎迪塔<c1d:1/>吧？
<SURNAME/>那里在卖<c1d:13/>真防具<c1d:1/>的样子。
<SURNAME/><c1d:13/>质量和价格都普通<c1d:1/>的样子。是定价的意思吗？ || 
<SURNAME/>青华区也有<c1d:13/>罗萨坎迪塔<c1d:1/>吧？
<SURNAME/>那里好像卖<c1d:13/>真防具<c1d:1/>哦。
<SURNAME/><c1d:13/>质量和价格都普通<c1d:1/>呢。是定价的意思吗？ || 
<SURNAME/>青华区也有<c1d:13/>罗萨坎迪塔<c1d:1/>对吧？
<SURNAME/>听说那里在卖<c1d:13/>真正的防具<c1d:1/>呢。
<SURNAME/><c1d:13/>品质和价格都很普通<c1d:1/>。就是定价货吧？ || 
<SURNAME/>青华区也有<c1d:13/>罗萨坎迪塔<c1d:1/>对吧？
<SURNAME/>那里好像卖<c1d:13/>真防具<c1d:1/>哦。
<SURNAME/><c1d:13/>质量和价格都普通<c1"
dup:5a355eab3311,\n<SURNAME/>咦?<SURNAME/>侦探事务所的招财猫\n<SURNAME/>会说话?<SURNAME/>哈哈，很有趣的传闻呢。\n<SURNAME/>那，来交换传闻吧。,"
<SURNAME/>咦？<SURNAME/>那个侦探事务所里的招财猫
<SURNAME/>会说话？<SURNAME/>哈哈，那也是个有趣的传闻呢。
<SURNAME/>那么，我们来交换传闻吧。 || 
<SURNAME/>诶？<SURNAME/>那个侦探事务所放的招财猫
<SURNAME/>会说话？<SURNAME/>哈哈，那也很有趣的传闻呢。
<SURNAME/>那，来交换传闻吧。 || 
<SURNAME/>诶？<SURNAME/>那个侦探事务所放的招财猫
<SURNAME/>会说话？<SURNAME/>哈哈，那也很有趣的料呢。
<SURNAME/>那，我们来交换传闻吧。 || 
<SURNAME/>诶？<SURNAME/>那家侦探事务所的招财猫
<SURNAME/>会说话？<SURNAME/>哈哈，这传闻有意思。
<SURNAME/>那咱们交换情报吧。"
dup:5314424ededb,\n<SURNAME/>港南区有家<c1d:13/>伦敦屋<c1d:1/>，\n<SURNAME/>那里连<c1d:13/>真货防具<c1d:1/>都做哦。<pause:15/>\n<SURNAME/>据说<c1d:13/>质量一般但价格便宜<c1d:1/>。,"
<SURNAME/>港南区有家<c1d:13/>伦敦屋<c1d:1/>，
<SURNAME/>据说连<c1d:13/>真防具<c1d:1/>都能订做哦。<pause:15/>
<SURNAME/><c1d:13/>质量一般但超便宜<c1d:1/>呢。 || 
<SURNAME/>港南区有家叫<c1d:13/>伦敦屋<c1d:1/>的店，
<SURNAME/>听说那里连<c1d:13/>真正的防具<c1d:1/>都能定制。<pause:15/>
<SURNAME/>虽然<c1d:13/>质量一般，但价格便宜<c1d:1/>哦。 || 
<SURNAME/>港南区有家叫<c1d:13/>伦敦屋<c1d:1/>的店，
<SURNAME/>据说那里甚至能定制<c1d:13/>真正的防具<c1d:1/>。<pause:15/>
<SURNAME/><c1d:13/>质量虽然一般，但价格便宜<c1d:1/>哦。 || 
<SURNAME/>港南区有家叫<c1d:13/>伦敦屋<c1d:1/>的店，
<SURNAME/>那里连<c1d:13/>真防具<c1d:1/>都定做的样子哦。<pause:1"
dup:07acf668b3b1,\n<SURNAME/>那到我说了。不是有个叫<c1d:13/>悬赏杂志<c1d:1/>的东西吗?\n<SURNAME/>我听说那个能抽中<c1d:13/>真的武器和稀有珍品<c1d:1/>哦。\n<SURNAME/><c1d:13/>虽然很难抽中，但是都很稀有<c1d:1/>呢。,"
<SURNAME/>我说个料：<c1d:13/>悬赏杂志<c1d:1/>知道吧？
<SURNAME/>据说能抽到<c1d:13/>真武器和珍品<c1d:1/>呢。
<SURNAME/><c1d:13/>中奖率超低但都是稀罕货<c1d:1/>哦 || 
<SURNAME/>那我的传闻。<c1d:13/>悬赏杂志<c1d:1/>你知道吧？
<SURNAME/>听说能抽中<c1d:13/>真正的武器和珍品<c1d:1/>哦。
<SURNAME/>虽然<c1d:13/>很难中奖但都是非常稀有的东西<c1d:1/>的传闻呢。 || 
<SURNAME/>那我的消息。<c1d:13/>悬赏杂志<c1d:1/>有吧？
<SURNAME/>据说能中<c1d:13/>真正的武器和珍品<c1d:1/>呢。
<SURNAME/><c1d:13/>虽然很少中奖但东西超稀有<c1d:1/>的传闻哦。 || 
<SURNAME/>那说我的料。<c1d:13/>悬赏杂志<c1d:1/>知道吧？
<SURNAME/>听说能抽到<c1d:13/>真家伙和珍品<c1d:1/>哦。
<SURNAME/><c1d:13/>"
dup:5108dcc1a4df,\n<SURNAME/>嘿~渣高的番长想组乐队，\n<SURNAME/>而且还非得自己当主唱?\n<SURNAME/>呵呵，我经常听说这事呢。,"
<SURNAME/>哦，渣校番长要组乐队啊。
<SURNAME/>然后主唱要自己来？
<SURNAME/>呵呵，这种话经常听到呢。 || 
<SURNAME/>哦，渣校的番长要组乐队啊。
<SURNAME/>然后，主唱非要自己来？
<SURNAME/>呵呵，这种故事，经常听说呢。 || 
<SURNAME/>嘿～渣校番长要组乐队啊。
<SURNAME/>还非要自己当主唱？
<SURNAME/>呵呵，这种事儿听多了～ || 
<SURNAME/>嚯？渣校番长要组乐队啊。
<SURNAME/>还非要自己当主唱？
<SURNAME/>呵呵，这种事儿见多了。"
dup:c68b23359dcd,\n<SURNAME/>嘛，虽是小道消息，\n<SURNAME/>既然你都告诉我了，那这次就算你免费。\n<SURNAME/>我把我知道的传闻也告诉你吧。,"
<SURNAME/>嘛，虽然是个本地消息，
<SURNAME/>但既然你告诉我了，这次就免费。
<SURNAME/>我也告诉你个消息吧。 || 
<SURNAME/>嘛，虽然是个本地的小传闻，
<SURNAME/>但难得你告诉我，这次就免费服务。
<SURNAME/>我也告诉你一个传闻吧。 || 
<SURNAME/>嘛，虽然是小道消息，
<SURNAME/>但看在你分享的份上破例。
<SURNAME/>这个情报免费送你啦。 || 
<SURNAME/>嘛～虽说是本地小料，
<SURNAME/>但你好心告诉我，这次特别服务。
<SURNAME/>这个传闻也告诉你吧。"
dup:7bc6e2a9277b,\n<SURNAME/><c1d:13/>穆大陆<c1d:1/>的游戏中心你知道吧?<pause:15/>\n<SURNAME/>那里其实是<c1d:13/>赌场<c1d:1/>哦。<pause:15/>\n<SURNAME/>听说有人靠玩<c1d:13/>老虎机赚了大钱<c1d:1/>呢。,"
<SURNAME/><c1d:13/>穆大陆<c1d:1/>游戏厅知道不？<pause:15/>
<SURNAME/>其实那儿是<c1d:13/>赌场<c1d:1/>啦。<pause:15/>
<SURNAME/>听说有人玩<c1d:13/>老虎机发大财<c1d:1/>哦。 || 
<SURNAME/><c1d:13/>穆大陆<c1d:1/>游戏厅知道吗？<pause:15/>
<SURNAME/>其实暗地里是<c1d:13/>赌场<c1d:1/>哦。<pause:15/>
<SURNAME/>听说有人<c1d:13/>玩老虎机暴富<c1d:1/>呢 || 
<SURNAME/>知道叫<c1d:13/>穆大陆<c1d:1/>的游戏中心吗？<pause:15/>
<SURNAME/>其实那里是<c1d:13/>赌场<c1d:1/>哦。<pause:15/>
<SURNAME/>据说有人在<c1d:13/>老虎机上大赚<c1d:1/>了一笔。 || 
<SURNAME/>知道叫<c1d:13/>穆大陆<c1d:1/>的游戏中心吗？<pause:15/>
<SURNAME/>其实那里，暗地"
dup:76903f21afa7,\n<SURNAME/>咦?<SURNAME/>假面党?<SURNAME/>没听说过。<pause:15/>\n<SURNAME/>叫党的话，是什么组织的名称吗?\n<SURNAME/>这城里有那种家伙?,"
<SURNAME/>咦？<SURNAME/>假面党？<SURNAME/>没听过这名字。<pause:15/>
<SURNAME/>党的话，是某个组织的名字吗？
<SURNAME/>那种家伙在这城市里？ || 
<SURNAME/>啥？<SURNAME/>假面党？<SURNAME/>没听过这名儿。<pause:15/>
<SURNAME/>叫'党'…是啥组织吗？
<SURNAME/>那帮人在这条街上？ || 
<SURNAME/>啥？<SURNAME/>假面党？<SURNAME/>没听过这名儿。<pause:15/>
<SURNAME/>叫'党'的话…是啥组织吗？
<SURNAME/>这帮人在这城里活动？"
dup:b0e068067d9a,\n<SURNAME/>这传闻厉害了，我得赶紧调查调查。<pause:15/>\n<SURNAME/>对了，那个在Peace Diner的女高中生\n<SURNAME/>可能知道点什么哦?<SURNAME/>你去问过了吗?,"
<SURNAME/>这料够猛，得赶紧核实。<pause:15/>
<SURNAME/>对了！和平餐厅那女高中生
<SURNAME/>说不定知道？<SURNAME/>问过没？ || 
<SURNAME/>这料超劲爆！得赶紧确认。<pause:15/>
<SURNAME/>对了！和平餐厅那女高中生
<SURNAME/>可能知道啥？<SURNAME/>问过没？ || 
<SURNAME/>那消息真棒，得赶紧去查查。<pause:15/>
<SURNAME/>对了，那个和平餐厅的女高中生
<SURNAME/>可能知道什么？<SURNAME/>你问过了吗？"
dup:6ed0a635fa5c,\n<SURNAME/>唔呼，我这边绝佳。新传闻一堆。<pause:15/>\n<SURNAME/>你那边怎么样?<SURNAME/>那要不拿我掌握的最新传闻\n<SURNAME/>跟你的交换一下？,"
<SURNAME/>呵呵，我这边超顺利的。最新八卦源源不断呢。<pause:15/>
<SURNAME/>你那边怎么样？<SURNAME/>要不，我的最新八卦
<SURNAME/>可以跟你交换哦。 || 
<SURNAME/>唔呵，我这儿情报爆棚呢。<pause:15/>
<SURNAME/>你咋样？<SURNAME/>要不拿我的新料
<SURNAME/>跟你交换？ || 
<SURNAME/>唔呵，我这儿行情超好～新料爆棚。<pause:15/>
<SURNAME/>你咋样？<SURNAME/>要不拿我最新传闻
<SURNAME/>跟你换也行哦～"
dup:a18746b8634c,\n<SURNAME/>唔呼呼，又有新传闻啦。\n<SURNAME/>你那边怎么样?<SURNAME/>有新消息了?\n<SURNAME/>那就来交换吧。,"
<SURNAME/>呵呵呵，又有新八卦进来了。
<SURNAME/>你那边怎么样？<SURNAME/>有新消息吗？
<SURNAME/>那我们就交换八卦吧。 || 
<SURNAME/>唔呵呵，又搞到新传闻啦。
<SURNAME/>你那边呢？<SURNAME/>有新货没？
<SURNAME/>有就跟我换呗。 || 
<SURNAME/>唔呵呵～又搞到新料啦。
<SURNAME/>你那边呢？<SURNAME/>有新货没？
<SURNAME/>有就跟我交换呗～"
dup:36df439039e9,\n<SURNAME/>虽然能听到各种各样的传闻是很开心了，但是\n<SURNAME/>像是武器啊防具啊这类危险话题也太多了，听都听烦了。\n<SURNAME/>既然能成传闻，难不成大家都想买武器吗?,"
<SURNAME/>听八卦是开心，但总是什么武器
<SURNAME/>防具的危险话题，真烦。
<SURNAME/>传这些…是大家都想要武器吗？ || 
<SURNAME/>听料是开心啦，但老是什么武器
<SURNAME/>防具的危险话题，烦死了。
<SURNAME/>传这些…大伙儿都想要家伙？ || 
<SURNAME/>能听到八卦是挺开心的，但老是武器
<SURNAME/>啊防具啊这些危险话题，真讨厌。
<SURNAME/>会变成传闻，说明大家都想要武器吗？"
dup:ab5d9fc3f16f,\n<SURNAME/>目前我知道的传闻就这些。\n<SURNAME/>有新消息的话\n<SURNAME/>再来交换吧。约好了哦。,"
<SURNAME/>我手头就这些料啦。
<SURNAME/>等有新情报，
<SURNAME/>再交换传闻。说定了～ || 
<SURNAME/>我现在知道的八卦就这些了。
<SURNAME/>等有新消息到手，
<SURNAME/>我们再交换八卦。说定了哦。 || 
<SURNAME/>现在我掌握的传闻，就这些了。
<SURNAME/>等再有什么新情报到手，
<SURNAME/>我们再交换传闻吧。说定了。 || 
<SURNAME/>现在我知道的传闻就这些了。
<SURNAME/>如果又搞到新情报，
<SURNAME/>就交换传闻吧。说定了。"
dup:0044fb405f65,\n<SURNAME/>行吧，\n<SURNAME/>那等你想听传闻的时候再来找我吧。\n<SURNAME/>我就一直坐在这儿吃鱼腩。,"
<SURNAME/>嗯。
<SURNAME/>那，想听八卦了再来吧。
<SURNAME/>我就一直在这儿吃鱼腩呢。 || 
<SURNAME/>是啊。
<SURNAME/>那，想听传闻的时候再来吧。
<SURNAME/>我会一直在这儿吃鱼腩的。 || 
<SURNAME/>是啊。
<SURNAME/>那，想听传闻的时候再来吧。
<SURNAME/>我就在这儿，一直吃着鱼腩呢。 || 
<SURNAME/>行。
<SURNAME/>想听传闻随时来，
<SURNAME/>老子就在这儿埋头啃鳕鱼边～"
dup:82a14bc8955b,\n<SURNAME/>那个大叔突然就阔绰起来了，\n<SURNAME/>可是他以前不还老哭穷说什么自己是万年小员工，\n<SURNAME/>工资少，而且还总念叨什么赤字螺旋吗?,"
<SURNAME/>那大叔，突然就阔气起来了。
<SURNAME/>明明一直抱怨自己是万年小职员，工资低，
<SURNAME/>入不敷出呢？ || 
<SURNAME/>那老头，突然就阔起来了。
<SURNAME/>明明一直抱怨万年小职员的低工资，入不敷出，
<SURNAME/>整天唉声叹气的不是？ || 
<SURNAME/>那边的老爹，突然就飞黄腾达了。
<SURNAME/>以前总抱怨自己是万年小职员，工资低，入不敷出。
<SURNAME/>整天唉声叹气的。"
dup:58764b1bb9e8,\n<SURNAME/>不过话说回来，虽然自己早就不是学生了，\n<SURNAME/>但是一到举办学园祭、城里热热闹闹的时候，\n<SURNAME/>自己还是会兴奋起来呢。,"
<SURNAME/>不过啊，就算我早不是学生了，
<SURNAME/>学园祭让街上热闹起来，
<SURNAME/>连我都跟着兴奋呢。 || 
<SURNAME/>不过啊，虽然学生时代早就结束了，
<SURNAME/>但学园祭让城市热闹起来的时候，
<SURNAME/>连我这边都跟着兴奋起来了呢。"
dup:32fcb994160e,\n<SURNAME/>听说即将出道的MUSES\n<SURNAME/>的几位成员都是高中生?<SURNAME/>学生本分是学习才对吧…<pause:15/>\n<SURNAME/>哎哟，现在说话都有点老人味了。,"
<SURNAME/>听说这次要出道的MUSES那帮孩子
<SURNAME/>是高中生？<SURNAME/>学生的本分是学习才对吧…<pause:15/>
<SURNAME/>哦，有点老气横秋了？ || 
<SURNAME/>听说，这次出道的MUSES那帮孩子是高中生？
<SURNAME/>学生的本分是学习吧…<pause:15/>
<SURNAME/>哎呀，有点太老爹腔了吗？"
dup:a002f00fcf33,\n<SURNAME/>臭老头，你又在胡说八道些什么了!\n<SURNAME/>很多人都因为那场纵火\n<SURNAME/>死掉了啊!<SURNAME/>再胡说小心我把你嘴缝上!,"
<SURNAME/>这老头，在胡说什么呢！
<SURNAME/>因为那场玩火，多少人受伤、死了啊！
<SURNAME/>要不要我把你那张嘴缝上！ || 
<SURNAME/>这老头，胡说什么呢!
<SURNAME/>就因为那场玩火，伤了多少人死了多少人
<SURNAME/>啊!<SURNAME/>想让我缝上你的嘴吗!"
dup:20e027ce18d0,\n<SURNAME/>妈的，这种时候不就该轮到警察和消防出场吗!\n<SURNAME/>结果倒好，他们自己先被干掉了，\n<SURNAME/>没有比这更丢人的了!,"
<SURNAME/>真是的，这种时候就该警察和消防上啊!
<SURNAME/>结果他们最先被干掉了，
<SURNAME/>太不像话了! || 
<SURNAME/>真是的，这种时候就该靠警察和消防啊!
<SURNAME/>结果他们先被干掉了，
<SURNAME/>太不像话了!"
dup:e126e6b9a923,\n<SURNAME/>真是的，那个当社长的大叔真有够顽固…<pause:15/>\n<SURNAME/>小孩子的话信一下又没坏处，\n<SURNAME/>所谓大人就该是心胸宽广的人啊。,"
<SURNAME/>真是的，那个社长先生也太顽固了…<pause:15/>
<SURNAME/>至少该相信孩子说的话吧。
<SURNAME/>大人就该是心胸宽广的人啊。 || 
<SURNAME/>真是的，那个社长大叔也太顽固了…<pause:15/>
<SURNAME/>孩子说的话信一下不就好了。
<SURNAME/>大人就该有宽广的胸怀啊。"
dup:81545eb57d75,\n<SURNAME/>小哥，你读了过那本《In Lak' ech》了吗?\n<SURNAME/>那本书该怎么说呢。<pause:15/>\n<SURNAME/>世道一乱就会出现这种荒唐的东西呢。,"
<SURNAME/>小哥也读了吗？
<SURNAME/>那本《In Lak'ech》啊。<pause:15/>
<SURNAME/>世道一乱，这种胡闹的书就冒出来了。 || 
<SURNAME/>小哥你也读了吗?
<SURNAME/>那本《イン・ラケチ》啊。<pause:15/>
<SURNAME/>世道一乱，这种书就冒出来了。"
dup:2b51969f3d9f,\n<SURNAME/>刚、刚才在那坐着的社长大叔，\n<SURNAME/>冲到外面去了。<pause:15/>\n<SURNAME/>难不成他要和那群家伙干架吗?,"
<SURNAME/>刚、刚才在那儿的社长大叔啊，
<SURNAME/>冲出去了。<pause:15/>
<SURNAME/>该不会是想跟那帮家伙干架吧? || 
<SURNAME/>刚、刚才还在那儿的社长先生，
<SURNAME/>冲到外面去了。<pause:15/>
<SURNAME/>难不成他打算和那帮家伙干一架?"
dup:1f04e392fe12,\n<SURNAME/>哇哈哈!<SURNAME/>我终于当上了梦寐以求的社长啦。\n<SURNAME/>工作什么的都交给部下干就好，然后大白天就像这样\n<SURNAME/>坐在这吃着寿司，真真切切感受到自己出息了呢!,"
<SURNAME/>哈哈!<SURNAME/>终于当上梦寐以求的社长了。
<SURNAME/>工作都交给手下，像这样大白天就吃着寿司，
<SURNAME/>真真切切感受到自己出息了啊! || 
<SURNAME/>嘎哈哈!<SURNAME/>终于当上梦寐以求的社长啦。
<SURNAME/>工作都丢给手下，大白天就吃寿司，
<SURNAME/>这才感觉出人头地了呢! || 
<SURNAME/>嘎哈哈!<SURNAME/>终于当上梦寐以求的社长啦。
<SURNAME/>工作都交给手下，像这样大白天就吃寿司，
<SURNAME/>真真切切感受到自己出息了呢!"
dup:bbe815847989,\n<SURNAME/>我都当上社长了，\n<SURNAME/>可不能再说那些小气吧唧的话了呀。<pause:15/>\n<SURNAME/>喂，老板，给我盛少点饭啊。哇哈哈!,"
<SURNAME/>毕竟我当上社长了，
<SURNAME/>可不能小气吧啦的。<pause:15/>
<SURNAME/>喂，老板。醋饭少点啊。嘎哈哈! || 
<SURNAME/>毕竟我当上社长了，
<SURNAME/>可不能小气巴拉的了。<pause:15/>
<SURNAME/>喂，老板。米饭少点啊。嘎哈哈!"
dup:e9ce8a48ed40,\n<SURNAME/>不过啊，本来想着都有社长的头衔了，\n<SURNAME/>要吃点生鱼片什么的奢侈一下，\n<SURNAME/>但自己的口味还是没变呢。<pause:15/>老板，来一份金枪鱼腩。,"
<SURNAME/>不过啊，既然挂上社长的头衔了，
<SURNAME/>本想吃点生鱼片拼盘什么的奢侈一下，
<SURNAME/>但口味还是没变呢。<pause:15/>老板，来份金枪鱼腩 || 
<SURNAME/>不过啊，既然有了社长头衔，
<SURNAME/>本该点些生鱼拼盘啥的摆摆谱，
<SURNAME/>可口味还是没变。<pause:15/>老板，来份金枪鱼腩"
dup:729d32cb1a81,\n<SURNAME/>哇哈哈哈。<pause:15/>听说渣高的学园祭\n<SURNAME/>要举办假面舞会呢。<pause:15/>\n<SURNAME/>现在的年轻人想法真是时髦啊。,"
<SURNAME/>嘎哈哈哈。<pause:15/>听说渣校的学园祭，
<SURNAME/>要办假面舞会呢。<pause:15/>
<SURNAME/>现在的年轻人想法真时髦啊。 || 
<SURNAME/>嘎哈哈哈。<pause:15/>听说渣校的学园祭，
<SURNAME/>要办假面舞会？<pause:15/>
<SURNAME/>现在的年轻人想法真时髦啊。"
dup:6a454ed6185f,"
<SURNAME/>假、假假、假面党?<pause:15/>
<SURNAME/>你、你在哪听说的…<pause:15/>啊，不不。
<SURNAME/>抱歉啊，那种名字我也不知道。","
<SURNAME/>假、假面党？<pause:15/>
<SURNAME/>你从哪儿听来这…<pause:15/>啊，不不。
<SURNAME/>抱歉啊，这名字我也不晓得。"
dup:a62b4f34e840,\n<SURNAME/>哇哈哈哈！<SURNAME/><pause:15/>没错，烧吧，烧吧。<pause:15/>\n<SURNAME/>JOKER大人给了我社长的地位，<SURNAME/>但我的心可还没满足呀。,"
<SURNAME/>嘎哈哈哈!<SURNAME/><pause:15/>对，烧起来吧。<pause:15/>
<SURNAME/>小丑大人给了我社长的地位，
<SURNAME/>但我的心却无法满足。 || 
<SURNAME/>嘎哈哈哈!<SURNAME/><pause:15/>烧吧烧吧。<pause:15/>
<SURNAME/>小丑大人给了我社长的地位，
<SURNAME/>可我的心还是空虚。"
dup:e34c37a461aa,\n<SURNAME/>不仅没满足，还越来越空虚！<pause:15/>\n<SURNAME/>都是因为这个社会太无聊了！\n<SURNAME/>把这个世界上的一切，全部烧光光就好啦！,"
<SURNAME/>不仅如此，反而更空虚了!<pause:15/>
<SURNAME/>都怪这社会太无聊!
<SURNAME/>这种世界，烧光拉倒! || 
<SURNAME/>不仅如此，反而更空虚了!<pause:15/>
<SURNAME/>都怪这社会太无聊了!
<SURNAME/>这种世界，烧光算了!"
dup:e3e90125393f,\n<SURNAME/>干嘛，微笑平坂本来就该被炸掉啊？\n<SURNAME/>为什么要阻止？<SURNAME/>你们对这种无聊的世界\n<SURNAME/>还有留恋吗？<SURNAME/>全部烧掉就好啦！,"
<SURNAME/>什么，微笑平坂本来也要爆炸的?
<SURNAME/>为什么阻止了?<SURNAME/>对这种无聊的世界，
<SURNAME/>还有什么留恋吗?<SURNAME/>全烧了多好! || 
<SURNAME/>什么，微笑平坂本该爆炸的?
<SURNAME/>为啥要阻止?<SURNAME/>对这种无聊世界
<SURNAME/>还有留恋吗?<SURNAME/>全烧了多好!"
dup:de2c97c0d876,\n<SURNAME/>那、那5个人居然是和假面党作对的“英雄”！<pause:15/>\n<SURNAME/>那不就是我们的敌人吗！\n<SURNAME/>我可没听说过有这么一群人在啊！,"
<SURNAME/>啊，那五个人是跟假面党战斗的英雄!<pause:15/>
<SURNAME/>那不就是我们的敌人吗!
<SURNAME/>可没听说有这种家伙啊! || 
<SURNAME/>啊，那五个人是跟假面党战斗的英雄!<pause:15/>
<SURNAME/>那不就是我们的敌人吗!
<SURNAME/>可没听说有这种家伙在啊!"
