source_file,string_id,jp,current_dup_content,candidate_counts_json,suggested_content,suggestion_reason
dup:script,dup:608202c57dc2,"
<SURNAME/>まだ、わからない事ガ多過ぎるわ。<pause:30/>
<SURNAME/>淳クンのお父さんの事、あのペルソナの事…<pause:30/>
<SURNAME/>なぜ、噂ガ現実になるのか…
",\n<SURNAME/>还有太多不明白的事。<pause:30/>\n<SURNAME/>关于淳君的父亲、那个Persona…<pause:30/>\n<SURNAME/>为什么传闻会变成现实…\n,"[[""\n<SURNAME/>还有太多不明白的事。<pause:30/>\n<SURNAME/>关于淳君的父亲、那个Persona…<pause:30/>\n<SURNAME/>为什么传闻会变成现实…\n"", 1], [""\n<SURNAME/>还有太多未解之事。<pause:30/>\n<SURNAME/>淳君父亲的事，那个Persona的事…<pause:30/>\n<SURNAME/>为何传闻会成真…\n"", 1]]",,
dup:script,dup:60b78bfed45f,"
<SURNAME/>俺らの顔見ていきなり逃げ出すなんて、
<SURNAME/>どう考えても怪しいぜ!
<SURNAME/><c12/>、さっさと追いかけよう!
","
<SURNAME/>看到我们就逃，
<SURNAME/>怎么想都可疑!
<SURNAME/><c12/>，赶紧追!
","[[""\n<SURNAME/>看到咱们的脸就逃，\n<SURNAME/>怎么想都可疑!\n<SURNAME/><c12/>，快追上去!\n"", 2], [""\n<SURNAME/>看到老子的脸就逃跑，\n<SURNAME/>怎么想都很可疑!\n<SURNAME/><c12/>、赶紧追上去!\n"", 2], [""\n<SURNAME/>看到我们就逃，\n<SURNAME/>怎么想都可疑!\n<SURNAME/><c12/>，赶紧追!\n"", 1]]",,
dup:script,dup:63f5e6f2a8f3,"
<SURNAME/>噂話は、セールスの役に立つからね〜
<SURNAME/>君も、何か面白い噂を聞いたら、ぜひ教えてよ。
<SURNAME/>かわりに、僕の知ってる噂を提供するからさ。","
<SURNAME/>传闻对销售很有用呢～
<SURNAME/>你要是听到什么传闻，一定要告诉我哦。
<SURNAME/>作为交换，我会提供我知道的传闻。","[[""\n<SURNAME/>传闻对销售有用啊～\n<SURNAME/>你有趣传闻要告诉我。\n<SURNAME/>交换我提供知道的传闻。"", 1], [""\n<SURNAME/>传闻对销售很有用呢～\n<SURNAME/>你要是听到什么有趣的传闻，一定要告诉我哦。\n<SURNAME/>作为交换，我会提供我知道的传闻。"", 1], [""\n<SURNAME/>传闻对销售有用呢~\n<SURNAME/>你要是听到什么有趣的传闻，一定要告诉我哦。\n<SURNAME/>作为交换，我会提供我知道的传闻。"", 1], [""\n<SURNAME/>传闻对销售很有用呢～\n<SURNAME/>你要是听到什么传闻，一定要告诉我哦。\n<SURNAME/>作为交换，我会提供我知道的传闻。"", 1]]",,
dup:script,dup:648aacc0d877,"
<SURNAME/>あと一つだね…<pause:30/>
<SURNAME/>あと一つで、天の水晶髑髏以外の髑髏ガ、
<SURNAME/>全部揃う。
",\n<SURNAME/>还剩一个了…<pause:30/>\n<SURNAME/>还剩一个，除天之水晶骷髅外，\n<SURNAME/>所有骷髅就集齐了。\n,"[[""\n<SURNAME/>还剩一个了…<pause:30/>\n<SURNAME/>还剩一个，除天之水晶骷髅外，\n<SURNAME/>所有的骷髅就都集齐了。\n"", 2], [""\n<SURNAME/>还剩一个了…<pause:30/>\n<SURNAME/>剩一个，除了天之水晶骷髅，\n<SURNAME/>所有骷髅就都集齐了。\n"", 1], [""\n<SURNAME/>还剩一个了…<pause:30/>\n<SURNAME/>还剩一个，除天之水晶骷髅外，\n<SURNAME/>所有骷髅就集齐了。\n"", 1]]","
<SURNAME/>还剩一个了…<pause:30/>
<SURNAME/>还剩一个，除天之水晶骷髅外，
<SURNAME/>所有的骷髅就都集齐了。
",position_majority
dup:script,dup:6612cbfdc580,"
<SURNAME/>貴方の能力のどの部分に影響を与えるかは、
<SURNAME/>降魔しているペルソナの種類によって違います。
<SURNAME/>その点も、考慮するとよいでしょうな。","
<SURNAME/>影响您能力的部分，
<SURNAME/>取决于降魔的Persona类型。
<SURNAME/>这点也请考虑。","[[""\n<SURNAME/>它会影响您能力的哪一部分，\n<SURNAME/>取决于降魔的Persona种类。\n<SURNAME/>这一点也请考虑。"", 1], [""\n<SURNAME/>你的能力受影响的方面，\n<SURNAME/>取决于所降魔的Persona种类。\n<SURNAME/>这一点也请考虑进去吧。"", 1], [""\n<SURNAME/>影响您能力的部分，\n<SURNAME/>取决于降魔的Persona类型。\n<SURNAME/>这点也请考虑。"", 1]]",,
dup:script,dup:66f8a4ed4720,"
<SURNAME/>伝説の女優、吉川さゆりのカレンダー。
<SURNAME/>よく見ると、30年前のものだ!!
<SURNAME/>唇の部分ガ、なぜかふやけている…",\n<SURNAME/>传奇女演员，吉川小百合的日历。 \n<SURNAME/>仔细一看，居然是30年前的东西了!! \n<SURNAME/>不知为何，嘴唇部分湿漉漉的…,"[[""\n<SURNAME/>传奇女演员，吉川小百合的日历。 \n<SURNAME/>仔细一看，居然是30年前的东西了!! \n<SURNAME/>不知为何，嘴唇部分湿漉漉的…"", 1], [""\n<SURNAME/>传奇女演员，吉川小百合的日历。\n<SURNAME/>仔细一看，居然是30年前的东西了!!\n<SURNAME/>不知为何，嘴唇部分湿漉漉的…"", 1], [""\n<SURNAME/>传奇女演员吉川小百合的日历。\n<SURNAME/>仔细一看，是30年前的东西!!\n<SURNAME/>嘴唇部分，不知为何泡涨了…"", 1]]",,
dup:script,dup:6709a9210dc9,"
<SURNAME/>聖槍騎士団は、キリストの奇跡を体現した、
<SURNAME/>ロンギヌスの槍を発見したと言われているの!!
","
<SURNAME/>据说圣枪骑士团发现了
<SURNAME/>体现基督奇迹的朗基努斯之枪!!
","[[""\n<SURNAME/>据说圣枪骑士团发现了体现基督奇迹的，\n<SURNAME/>朗基努斯之枪！！\n"", 1], [""\n<SURNAME/>据说圣枪骑士团发现了，\n<SURNAME/>体现基督奇迹的朗基努斯之枪!!\n"", 1], [""\n<SURNAME/>据说圣枪骑士团发现了\n<SURNAME/>体现基督奇迹的朗基努斯之枪!!\n"", 1]]",,
dup:script,dup:6730ee5ab3d5,"
<SURNAME/>…ヒ<pause:30/>
<SURNAME/>…イヒ<pause:30/>…ヒャハ!<pause:30/>
<SURNAME/>ヒャーハハハァァァァ!!
","
<SURNAME/>…嘻<pause:30/>
<SURNAME/>…嘿嘿<pause:30/>…呀哈!<pause:30/>
<SURNAME/>呀哈哈哈啊!!
","[[""\n<SURNAME/>…嘻<pause:30/>\n<SURNAME/>…嘿嘿<pause:30/>…呀哈!<pause:30/>\n<SURNAME/>呀哈哈哈啊啊啊!!\n"", 1], [""\n<SURNAME/>…嘻<pause:30/>\n<SURNAME/>…咿嘻<pause:30/>…嘻哈!<pause:30/>\n<SURNAME/>嘻—哈哈哈啊啊啊!!\n"", 1], [""\n<SURNAME/>…嘻<pause:30/>\n<SURNAME/>…嘿嘿<pause:30/>…呀哈!<pause:30/>\n<SURNAME/>呀哈哈哈啊!!\n"", 1]]",,
dup:script,dup:67f371a31231,"
<SURNAME/>感激です!<SURNAME/>感激です!
<SURNAME/>ずっと気にしてたソバカスガ消えたんですよ!
<SURNAME/>これも、夢ガ叶うおまじないのおかげだわ!","
<SURNAME/>太感激了！<SURNAME/>太感激了！
<SURNAME/>一直担心的雀斑消失了！
<SURNAME/>这也是实现梦想的咒语的功劳啊！","[[""\n<SURNAME/>太感激了!<SURNAME/>太感激了!\n<SURNAME/>一直担心的雀斑消失了!\n<SURNAME/>这都多亏实现梦想的咒语啊!"", 1], [""\n<SURNAME/>太感激了!<SURNAME/>太感激了!\n<SURNAME/>一直担心的雀斑消失了!\n<SURNAME/>这也是多亏了实现梦想的咒语啊!"", 1], [""\n<SURNAME/>太感激了！<SURNAME/>太感激了！\n<SURNAME/>一直担心的雀斑消失了！\n<SURNAME/>这也是实现梦想的咒语的功劳啊！"", 1]]",,
dup:script,dup:69f4925d683b,"
<SURNAME/>あのアニマムンディで
<SURNAME/>本物の防具ガ買えてしまうんスか?
<SURNAME/>安いガ品質は悪いと聞いたッスガ。",\n<SURNAME/>世界之灵那地方\n<SURNAME/>居然能买到真防具吗？\n<SURNAME/>听说价格很便宜，但是品质很差就是了。,"[[""\n<SURNAME/>那个Anima Mundi\n<SURNAME/>居然能买到真防具吗？\n<SURNAME/>便宜但但质量听说不好的说的说。"", 1], [""\n<SURNAME/>那个阿尼玛·蒙迪\n<SURNAME/>居然能买到真防具？\n<SURNAME/>听说便宜但品质差。"", 1], [""\n<SURNAME/>那个阿尼玛蒙迪\n<SURNAME/>居然能买到真防具吗？\n<SURNAME/>听说便宜但质量差呢。"", 1], [""\n<SURNAME/>世界之灵那地方\n<SURNAME/>居然能买到真防具吗？\n<SURNAME/>听说价格很便宜，但是品质很差就是了。"", 1]]",,
dup:script,dup:6bd8e2267c1b,"
<SURNAME/>さっきの人…<pause:30/>
<SURNAME/>どっかで見たような気ガするんだけどな〜?
<SURNAME/>ま、いいわ。とにかく追いかけましょ!
","
<SURNAME/>刚才那人…<pause:30/>
<SURNAME/>总觉得在哪见过～?
<SURNAME/>算了，总之先追吧!
","[[""\n<SURNAME/>刚才那人…<pause:30/>\n<SURNAME/>总觉得在哪见过~\n<SURNAME/>算了先追吧!\n"", 2], [""\n<SURNAME/>刚才那个人…<pause:30/>\n<SURNAME/>总觉得在哪见过～?\n<SURNAME/>算了，总之先追上去!\n"", 2], [""\n<SURNAME/>刚才那人…<pause:30/>\n<SURNAME/>总觉得在哪见过～?\n<SURNAME/>算了，总之先追吧!\n"", 1]]",,
dup:script,dup:6d2bc8393628,"
<SURNAME/>父さん…?
<SURNAME/>そう…<pause:30/>
<SURNAME/>父さんだ…
",\n<SURNAME/>父亲…?\n<SURNAME/>是啊…<pause:30/>\n<SURNAME/>是父亲…\n,"[[""\n<SURNAME/>父亲…？\n<SURNAME/>是啊…<pause:30/>\n<SURNAME/>是父亲…\n"", 2], [""\n<SURNAME/>父亲…?\n<SURNAME/>是啊…<pause:30/>\n<SURNAME/>是父亲…\n"", 2]]",,
dup:script,dup:6d7f629a73ec,"
<SURNAME/>災難でしたね。<c12/>先輩。
<SURNAME/>でも、反谷校長って不思議と人気あるんですよね。<pause:30/>
<SURNAME/>私も、ムカツクけど好きだし…どうしてだろう?",<SURNAME/>真是倒霉啊，<c12/>学长。\n<SURNAME/>不过反谷校长莫名地受欢迎呢。<pause:30/> \n<SURNAME/>我也是，明明看他很不爽，却又有点喜欢…到底是为什么呢？,"[[""<SURNAME/>真是倒霉啊，<c12/>前辈。\n<SURNAME/>不过反谷校长莫名地受欢迎呢。<pause:30/> \n<SURNAME/>我也是，明明看他很不爽，却又有点喜欢…这到底是怎么一回事？"", 1], [""\n<SURNAME/>真是倒霉啊，<c12/>前辈。\n<SURNAME/>不过反谷校长莫名地受欢迎呢。<pause:30/> \n<SURNAME/>我也是，明明看他很不爽，却又有点喜欢…这到底是怎么一回事？"", 1]]",,
dup:script,dup:6e8d9fbf99b0,"
<SURNAME/>聞きました?<SURNAME/>青華区のクレール・ド・リュンヌで
<SURNAME/>本物の武器を売っているそうッスよ。
<SURNAME/>品質はいいけど、値段ガ高いそうッス。",\n<SURNAME/>你听说了吗？<SURNAME/>青华区的月光之清\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质好，但价格也高就是了。,"[[""\n<SURNAME/>听说了吗?<SURNAME/>在青华区的Claire de Lune，\n<SURNAME/>有卖真正的武器呢。\n<SURNAME/>据说品质好但价格高呢。"", 1], [""\n<SURNAME/>听说了吗？<SURNAME/>青华区的克蕾尔·德·吕讷\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质好但价格高。"", 1], [""\n<SURNAME/>听说了吗?<SURNAME/>青华区的克雷尔·德·吕讷\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质好但价格高哦。"", 1], [""\n<SURNAME/>你听说了吗？<SURNAME/>青华区的月光之清\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质好，但价格也高就是了。"", 1]]",,
dup:script,dup:6ed0a635fa5c,"
<SURNAME/>うふ、こっちは絶好調さ。最新ネタ目白押しだね。<pause:15/>
<SURNAME/>そっちはどうだい?<SURNAME/>なんなら僕の最新噂ネタを
<SURNAME/>君のネタと交換してあげてもいいよ。",\n<SURNAME/>唔呼，我这边绝佳。新传闻一堆。<pause:15/>\n<SURNAME/>你那边怎么样?<SURNAME/>那要不拿我掌握的最新传闻\n<SURNAME/>跟你的交换一下？,"[[""\n<SURNAME/>唔呵，我这儿情报爆棚呢。<pause:15/>\n<SURNAME/>你咋样？<SURNAME/>要不拿我的新料\n<SURNAME/>跟你交换？"", 1], [""\n<SURNAME/>呵呵，我这边超顺利的。最新八卦源源不断呢。<pause:15/>\n<SURNAME/>你那边怎么样？<SURNAME/>要不，我的最新八卦\n<SURNAME/>可以跟你交换哦。"", 1], [""\n<SURNAME/>唔呵，我这儿行情超好～新料爆棚。<pause:15/>\n<SURNAME/>你咋样？<SURNAME/>要不拿我最新传闻\n<SURNAME/>跟你换也行哦～"", 1], [""\n<SURNAME/>唔呼，我这边绝佳。新传闻一堆。<pause:15/>\n<SURNAME/>你那边怎么样?<SURNAME/>那要不拿我掌握的最新传闻\n<SURNAME/>跟你的交换一下？"", 1]]",,
dup:script,dup:6f1f3a51dbf3,"
<SURNAME/>この声は…ハンニャ!?
<SURNAME/>上かいっ!
",\n<SURNAME/>这声音是…般若!?\n<SURNAME/>在上面!\n,"[[""\n<SURNAME/>这声音是…般若!?\n<SURNAME/>在上面!\n"", 1], [""\n<SURNAME/>这声音是…般若！？\n<SURNAME/>在上面！\n"", 1]]",,
dup:script,dup:6f70dc0e6d36,"
<SURNAME/>あのアニマムンディで
<SURNAME/>本物の防具ガ買えてしまうんスか?
<SURNAME/>品質は良いガ値段ガ高いと聞いたッスガ。",\n<SURNAME/>世界之灵那地方\n<SURNAME/>居然能买到真防具吗？\n<SURNAME/>听说品质很好，但价格也很高就是了。,"[[""\n<SURNAME/>那个Anima Mundi\n<SURNAME/>居然能买到真防具吗？\n<SURNAME/>质量不错但但价格听说高的说的说。"", 1], [""\n<SURNAME/>那个阿尼玛·蒙迪\n<SURNAME/>居然能买到真防具？\n<SURNAME/>听说品质好但价格高。"", 1], [""\n<SURNAME/>那个阿尼玛蒙迪\n<SURNAME/>居然能买到真防具吗？\n<SURNAME/>听说质量好但价格很高呢。"", 1], [""\n<SURNAME/>世界之灵那地方\n<SURNAME/>居然能买到真防具吗？\n<SURNAME/>听说品质很好，但价格也很高就是了。"", 1]]",,
dup:script,dup:6fffd00e0d22,"
<SURNAME/>グランドクロスを象徴する4つの星座には、
<SURNAME/>それぞれ、地水火風のエレメントガ
<SURNAME/>割り当てられているんだ…
",\n<SURNAME/>象征大十字的四个星座，\n<SURNAME/>分别被分配了\n<SURNAME/>地水火风四大元素…\n,"[[""\n<SURNAME/>象征大十字的四个星座，\n<SURNAME/>分别被赋予了\n<SURNAME/>地水火风四大元素…\n"", 3], [""\n<SURNAME/>象征大十字的四个星座，\n<SURNAME/>分别被分配了\n<SURNAME/>地水火风四大元素…\n"", 1]]","
<SURNAME/>象征大十字的四个星座，
<SURNAME/>分别被赋予了
<SURNAME/>地水火风四大元素…
",position_majority
dup:script,dup:704f7a561c33,"
<SURNAME/>このレリーフ…<pause:30/>
<SURNAME/>4つの神殿のことを表してるよね?
<SURNAME/>なんだろ…順番…バランス…?
",\n<SURNAME/>这个浮雕…<pause:30/>\n<SURNAME/>是在表示4个神殿的事吧？\n<SURNAME/>是什么呢…顺序…平衡…？\n,"[[""\n<SURNAME/>这个浮雕…<pause:30/>\n<SURNAME/>是在表示4个神殿的事吧？\n<SURNAME/>是什么呢…顺序…平衡…？\n"", 3], [""\n<SURNAME/>这个浮雕…<pause:30/>\n<SURNAME/>是在表现四个神殿的事吧？\n<SURNAME/>是什么呢…顺序…平衡…？\n"", 1]]","
<SURNAME/>这个浮雕…<pause:30/>
<SURNAME/>是在表示4个神殿的事吧？
<SURNAME/>是什么呢…顺序…平衡…？
",position_majority
dup:script,dup:71a4fec8ca8b,"
<SURNAME/>とはいえ、貴方に近い存在もあれば、
<SURNAME/>遠い存在もあるでしょう。","
<SURNAME/>然而，有的与您亲近，
<SURNAME/>有的则疏远。","[[""\n<SURNAME/>话虽如此，既有与您亲近者，\n<SURNAME/>也有疏远者吧。"", 1], [""\n<SURNAME/>话虽如此，既有与你亲近的存在，\n<SURNAME/>也有疏远的存在吧。"", 1], [""\n<SURNAME/>然而，有的与您亲近，\n<SURNAME/>有的则疏远。"", 1]]",,
dup:script,dup:73c1d998e537,"
<SURNAME/><c13/>クン、
<SURNAME/>そっち、さっき入ってきたドアじゃない?
<SURNAME/>反対のドアから出ましょ。
","
<SURNAME/><c13/>君，
<SURNAME/>那边不是刚才进来的门吗？
<SURNAME/>从对面的门出去吧。
","[[""\n<SURNAME/><c13/>，\n<SURNAME/>那边不是刚才进来的门吗?\n<SURNAME/>从反方向那扇出去吧。\n"", 2], [""\n<SURNAME/><c13/>君，\n<SURNAME/>那边不是刚才进来的门吗?\n<SURNAME/>从对面的门出去吧。\n"", 1], [""\n<SURNAME/><c13/>君，\n<SURNAME/>那边不是刚才进来的门吗？\n<SURNAME/>从对面的门出去吧。\n"", 1]]","
<SURNAME/><c13/>，
<SURNAME/>那边不是刚才进来的门吗?
<SURNAME/>从反方向那扇出去吧。
",position_majority
dup:script,dup:748275853351,"
<SURNAME/>それにしても<c14/>の担任、<pause:10/>
<SURNAME/>随分と姐御肌な人だなぁ。<pause:15/>
<SURNAME/>へへ、姐さんとよく似てらぁ。","
<SURNAME/>话说回来，<c14/>的班主任，<pause:10/>
<SURNAME/>相当有女中豪杰风范啊。<pause:15/>
<SURNAME/>嘿嘿，和花姐很像呢。","[[""\n<SURNAME/>话说回来，<c14/>的班主任，<pause:10/>\n<SURNAME/>真是个大姐头风范的人啊。<pause:15/>\n<SURNAME/>嘿嘿，和姐很像呢。"", 1], [""\n<SURNAME/>话说回来，<c14/>的班主任，<pause:10/>\n<SURNAME/>相当有女中豪杰风范啊。<pause:15/>\n<SURNAME/>嘿嘿，和鼻血子很像呢。"", 1]]",,
dup:script,dup:74df8cf3e64c,"
<SURNAME/>あら…<pause:15/>
<SURNAME/>皆さん、怪我も無く健康そのもののようです。<pause:15/>
<SURNAME/>治療は必要無いでしょう。","
<SURNAME/>哎呀…<pause:15/>
<SURNAME/>各位，似乎没有受伤，非常健康呢。<pause:15/>
<SURNAME/>应该不需要治疗吧。","[[""\n<SURNAME/>哎呀…<pause:15/>\n<SURNAME/>诸位毫发无伤健康得很呢。<pause:15/>\n<SURNAME/>无需治疗。"", 1], [""\n<SURNAME/>哎呀…<pause:15/>\n<SURNAME/>各位似乎毫发无伤、健康得很。<pause:15/>\n<SURNAME/>无需治疗呢。"", 1], [""\n<SURNAME/>哎呀…<pause:15/>\n<SURNAME/>各位，似乎没有受伤，非常健康呢。<pause:15/>\n<SURNAME/>应该不需要治疗吧。"", 1]]",,
dup:script,dup:765a40164b7a,"
<SURNAME/>このカードはそなたの金運Downを意味する。<pause:15/>
<SURNAME/>これよりしばしの間、その懐寒くなり、
<SURNAME/>貧乏暮らしでひもじい思いを強いられようぞ。","
<SURNAME/>这张牌预示你的财运下降。<pause:15/>
<SURNAME/>从今往后，你的钱包会变薄，
<SURNAME/>被迫过穷日子挨饿受苦。","[[""\n<SURNAME/>此牌预示财运衰败。<pause:15/>\n<SURNAME/>此后囊中羞涩，\n<SURNAME/>贫寒度日饥肠辘辘。"", 1], [""\n<SURNAME/>此卡意味着尔之财运下降。<pause:15/>\n<SURNAME/>从今往后，囊中将羞涩，\n<SURNAME/>贫苦度日，饱受饥馑之苦。"", 1], [""\n<SURNAME/>这张牌预示你的财运下降。<pause:15/>\n<SURNAME/>从今往后，你的钱包会变薄，\n<SURNAME/>被迫过穷日子挨饿受苦。"", 1]]",,
dup:script,dup:79298601ace3,"
<SURNAME/>へぇ〜<pause:30/>
<SURNAME/>セブンスの校長って、突然髪ガ生えたのかい?
<SURNAME/>ジヨーカー様に、お願いでもしたのかもね。",\n<SURNAME/>嘿～<pause:30/>\n<SURNAME/>七姐妹的校长，突然长头发了?\n<SURNAME/>可能是向JOKER大人许愿了吧。,"[[""\n<SURNAME/>诶～<pause:30/>\n<SURNAME/>七姊妹的校长，突然长头发了？\n<SURNAME/>可能是向小丑大人许愿了吧。"", 2], [""\n<SURNAME/>诶～<pause:30/>\n<SURNAME/>七姊妹学园的校长，突然长头发了？\n<SURNAME/>是不是向小丑大人许愿了？"", 1], [""\n<SURNAME/>嘿～<pause:30/>\n<SURNAME/>七姊妹的校长，突然长头发了?\n<SURNAME/>可能是向小丑大人许愿了吧。"", 1], [""\n<SURNAME/>嘿～<pause:30/>\n<SURNAME/>七姐妹的校长，突然长头发了?\n<SURNAME/>可能是向JOKER大人许愿了吧。"", 1]]","
<SURNAME/>诶～<pause:30/>
<SURNAME/>七姊妹的校长，突然长头发了？
<SURNAME/>可能是向小丑大人许愿了吧。",position_majority
